18-06-28 15:43:01 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '8', 'content': '许志永更换了头像 许志永更换了头像 1月15日'}
18-06-28 15:48:15 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 18 小时'}
18-06-28 15:48:15 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了帖子 许志永分享了帖子 4月5日 丁家喜 4月5日', '_id': ObjectId('5b3492bf7aec103f04078961')}
18-06-28 15:48:51 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 18 小时'}
18-06-28 15:48:51 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了帖子 许志永分享了帖子 4月5日 丁家喜 4月5日', '_id': ObjectId('5b3492e37aec103d58d83d41')}
18-06-28 15:49:06 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 18 小时'}
18-06-28 15:49:06 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了帖子 许志永分享了帖子 4月5日 丁家喜 4月5日', '_id': ObjectId('5b3492f27aec101fd4502a0a')}
18-06-28 15:51:22 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 18 小时'}
18-06-28 15:51:22 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了帖子 许志永分享了帖子 4月5日 丁家喜 4月5日'}
18-06-28 15:51:22 result parse_posts_html{'time': '4月4日 4月4日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了帖子 许志永分享了帖子 4月4日 李文足 4月4日'}
18-06-28 15:51:22 result parse_posts_html{'time': '4月4日', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永分享了链接 许志永分享了链接 4月4日'}
18-06-28 15:51:22 result parse_posts_html{'time': '2月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 2月15日'}
18-06-28 15:51:22 result parse_posts_html{'time': '2月12日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 2月12日'}
18-06-28 15:51:22 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永 许志永 1月15日'}
18-06-28 15:51:22 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '', 'content': '许志永更换了头像 许志永更换了头像 1月15日'}
18-06-28 15:58:02 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 4, 'share': '12次分享', 'praise': '54', 'content': '许志永 许志永 18 小时'}
18-06-28 15:58:02 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 1, 'share': '2次分享', 'praise': '15', 'content': '许志永分享了帖子 许志永分享了帖子 4月5日 丁家喜 4月5日'}
18-06-28 15:58:02 result parse_posts_html{'time': '4月4日 4月4日', 'original': '非原创', 'comment_sum': 0, 'share': '2次分享', 'praise': '12', 'content': '许志永分享了帖子 许志永分享了帖子 4月4日 李文足 4月4日'}
18-06-28 15:58:02 result parse_posts_html{'time': '4月4日', 'original': '非原创', 'comment_sum': 1, 'share': '1 次分享', 'praise': '6', 'content': '许志永分享了链接 许志永分享了链接 4月4日'}
18-06-28 15:58:02 result parse_posts_html{'time': '2月15日', 'original': '原创', 'comment_sum': 7, 'share': '1 次分享', 'praise': '21', 'content': '许志永 许志永 2月15日'}
18-06-28 15:58:02 result parse_posts_html{'time': '2月12日', 'original': '原创', 'comment_sum': 25, 'share': '2次分享', 'praise': '103', 'content': '许志永 许志永 2月12日'}
18-06-28 15:58:02 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 30, 'share': '32次分享', 'praise': '102', 'content': '许志永 许志永 1月15日'}
18-06-28 15:58:02 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '8', 'content': '许志永更换了头像 许志永更换了头像 1月15日'}
18-06-28 15:59:48 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 4, 'share': '12次分享', 'praise': '54', 'content': '强权社会大众被剥夺。人人犬儒，支撑后极权。\n每个人每个群体为正当利益诉求挺身而出，客观上就在推动社会进步。\n支持老兵、教师、抖友、卡友维权，不苛责其理念、动机、口号。\n...\n引领国家变革方向的是理想主义者，不以此标准要求公众。大众挺身而出，为利益，或为朴素的愤怒，是社会运动的主力。\n展开'}
18-06-28 15:59:48 result parse_posts_html{'time': '4月5日 4月5日', 'original': '非原创', 'comment_sum': 1, 'share': '2次分享', 'praise': '15', 'content': '#李文足千里寻夫# 徒步第二天。早上六人出发，中途增加三人，九人顺利到达休息地点。欢迎大家参与，一起关注王全璋律师：他被抓1000天，家属委托的律师一直无法会见，起诉至法院已近一年两月不审判，到最高法最高检控告28次无回音。体制作恶，于今为甚。'}
18-06-28 15:59:48 result parse_posts_html{'time': '4月4日 4月4日', 'original': '非原创', 'comment_sum': 0, 'share': '2次分享', 'praise': '12', 'content': '李文足千里寻夫\n徒步第一天'}
18-06-28 15:59:48 result parse_posts_html{'time': '4月4日', 'original': '非原创', 'comment_sum': 1, 'share': '1 次分享', 'praise': '6', 'content': ''}
18-06-28 15:59:48 result parse_posts_html{'time': '2月15日', 'original': '原创', 'comment_sum': 7, 'share': '1 次分享', 'praise': '21', 'content': '伟大变革前夜，我们内心都有一个清晰的愿望：一个公民社会，一个伟大国家。这愿望值得所有人一起努力！在这辞旧迎新的时刻，让我们一起祝福，祝福美好中国！新春感恩与祝福——一封公民感谢信http://xuzhiyong2009.blogspot.hk/'}
18-06-28 15:59:48 result parse_posts_html{'time': '2月12日', 'original': '原创', 'comment_sum': 25, 'share': '2次分享', 'praise': '103', 'content': '回到开封过年'}
18-06-28 15:59:48 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 30, 'share': '32次分享', 'praise': '102', 'content': '各位朋友，刚注册，先自我介绍一下吧，法学博士，近年主要工作是推动公民运动，倡导大家做真公民。感谢关注和支持！'}
18-06-28 15:59:48 result parse_posts_html{'time': '1月15日', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '8', 'content': ''}
18-06-28 16:03:37 result parse_posts_html{'time': '18 小时', 'original': '原创', 'comment_sum': 4, 'share': '12次分享', 'praise': '54', 'content': '强权社会大众被剥夺。人人犬儒，支撑后极权。\n每个人每个群体为正当利益诉求挺身而出，客观上就在推动社会进步。\n支持老兵、教师、抖友、卡友维权，不苛责其理念、动机、口号。\n...\n引领国家变革方向的是理想主义者，不以此标准要求公众。大众挺身而出，为利益，或为朴素的愤怒，是社会运动的主力。\n展开', 'year': 2018, 'day': '18 小时'}
18-06-28 20:46:49 result parse_posts_html{'time': '6月20日下午4:40', 'original': '非原创', 'comment_sum': 0, 'share': '3', 'praise': 6, 'content': '中华邪恶帝国 ,带着宴席后来者的贪婪 , 疯狂地四处扩张 。一带一路 , 一骗一坑 , 恢复 " 朝贡制度 " , 中华新殖民主义的全球扩张 。受害最深的是周边的弱小国家 , 不仅越南首当其冲 ; 蒙古国也很难幸免 。', 'year': 2018, 'month': '6', 'day': '20', 'hours': 16}
18-06-28 20:46:49 result parse_posts_html{'time': '6月20日下午3:48', 'original': '非原创', 'comment_sum': 0, 'share': '2', 'praise': 6, 'content': '1966年毛澤東發起文化大革命! 張人性陰暗面〔惡〕盡情顯露!\n毛澤東鼓動年青學生 〔做反有理 革命無罪〕，紅衛兵批鬥老師父母，,在廣西武宣縣學生批鬥老師校長加以殺害，再吃老師肉，表示張資產階級敵人完全消滅駭人事件。\n片段2006年 香港有線電視\n...\nwai tse 【歷史時空】\n↓\n展开', 'year': 2018, 'month': '6', 'day': '20', 'hours': 15}
18-06-28 20:46:49 result parse_posts_html{'time': '6月20日下午3:01', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 4, 'content': '中国人造孽啊 ! 给牛吃牛骨粉饲料 , 牛疯了 。中国人自己还吃人 , 我们没说文革中的广西大规模吃人 ; 这里说的是今天发生在中国的吃早产的婴儿 。那么中国人就不疯吗 ? 他们本身就有足够的邪恶了 , 如果再疯了 , 那不仅是中国的问题了 , 更是世界的问题 , 人类的灾难 。 ', 'year': 2018, 'month': '6', 'day': '20', 'hours': 15}
18-06-28 20:46:49 result parse_posts_html{'time': '6月20日下午2:59', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': ' ', 'year': 2018, 'month': '6', 'day': '20', 'hours': 14}
18-06-28 20:47:04 result parse_posts_html{'time': '31分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '34分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '35分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '37分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '39分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '40分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '53分钟', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': 6, 'content': '我很高兴地看到脸书工作的朋友们所作的记录 。', 'year': 2018, 'month': '6', 'day': '', 'hours': ''}
18-06-28 20:47:04 result parse_posts_html{'time': '4小时', 'original': '非原创', 'comment_sum': 1, 'share': '', 'praise': 5, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '4'}
18-06-28 20:47:04 result parse_posts_html{'time': '5小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Ай даа тансаг Монгол зун..', 'year': '2018', 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:04 result parse_posts_html{'time': '35分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:04 result parse_posts_html{'time': '37分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:04 result parse_posts_html{'time': '39分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:04 result parse_posts_html{'time': '40分钟', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': 2018, 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '53分钟', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': 6, 'content': '我很高兴地看到脸书工作的朋友们所作的记录 。', 'year': 2018, 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '4小时', 'original': '非原创', 'comment_sum': 1, 'share': '', 'praise': 5, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '4'}
18-06-28 20:47:05 result parse_posts_html{'time': '5小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Ай даа тансаг Монгол зун..', 'year': '2018', 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '5小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '5小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '5小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '5'}
18-06-28 20:47:05 result parse_posts_html{'time': '9小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 1, 'content': ' ', 'year': '2018', 'month': '6', 'day': '28', 'hours': '9'}
18-06-28 20:47:05 result parse_posts_html{'time': '9小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '9'}
18-06-28 20:47:05 result parse_posts_html{'time': '11小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '11'}
18-06-28 20:47:05 result parse_posts_html{'time': '11小时', 'original': '非原创', 'comment_sum': 1, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '11'}
18-06-28 20:47:05 result parse_posts_html{'time': '11小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '11'}
18-06-28 20:47:05 result parse_posts_html{'time': '11小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '11'}
18-06-28 20:47:05 result parse_posts_html{'time': '13小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '据香港大学最新的民意调查显示，「#香港人」的身份认同指数录得10年以来的新高，愈年轻对「中国国民身份」愈没有自豪感。有学生领袖表示，2014年雨伞运动后，香港人对本土身份认同愈来愈强烈，而身份认同亦影响年青人参与社运的取态。不过，多位学生领袖都认为，#雨伞运动 及 #旺角冲突 后，都未能争取任何改变，令新一代的社运陷于低潮。https://goo.gl/aZRTRf', 'year': '2018', 'month': '6', 'day': '28', 'hours': '13'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': 'そうだそうだコリャそうだ‼️\n拉致解決を国交正常化に優先せよ‼️\n查看翻译', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '俄罗斯总统普京周三告诉美国国家安全顾问博尔顿，他对莫斯科的访问增加了俄美关系恢复的可能性。俄罗斯外交部，博尔顿与俄罗斯外长拉夫罗夫讨论了叙利亚，乌克兰和双边关系等议题。\ngoo.gl/dhMmf6', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '美国的公诉人星期二指控同中国军方有联系的中国 #西北工大 卷入违反美国出口管制法的阴谋，以便从美国获得可以被用于 #反潜艇 的装置。 https://goo.gl/fs629c', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 3, 'content': '台湾总统蔡英文在接受法新社专访时说，面对中国影响力的扩充，国际社会应该共同向中国施压，维护民主自由价值。', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '2', 'praise': 5, 'content': '在国会的听证会上，美国专家表示，中兴“对我们的国家安全构成重大风险。”\n详细报道稍后发布，请登陆：voachinese.com', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '14小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Lonesome Cowboy', 'year': '2018', 'month': '6', 'day': '28', 'hours': '14'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Nagoya Castle, Japan.\n查看翻译', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 4, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '18小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '18'}
18-06-28 20:47:05 result parse_posts_html{'time': '19小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'སྙིང་སྟོབས་ཞུམ་པ་མེད་པའི་བོད་གངས་ཅན་པའི་ལྷ་གཡག། ངའི་དགའ་ཤོས་གྱི་སྲོག་ཆགས་རིགས་ནང་ནས་བོད་ཀྱི་ལྷ་གཡག།\nMy favourite animal is Tibetan yaks.\n我最喜歡的動物是西藏犛牛。', 'year': '2018', 'month': '6', 'day': '28', 'hours': '19'}
18-06-28 20:47:05 result parse_posts_html{'time': '19小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': '4', 'content': '在红二代王朝底层挣扎着的 " 母与子 " 。', 'year': '2018', 'month': '6', 'day': '28', 'hours': '19'}
18-06-28 20:47:05 result parse_posts_html{'time': '19小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': ' ', 'year': '2018', 'month': '6', 'day': '28', 'hours': '19'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 7, 'content': ' ', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Long Live His Holiness the Dalai Lama\n查看翻译', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '2018年6月27日，在中国国防部大楼前由魏凤和主持的欢迎仪式上，马蒂斯检阅了中国的三军仪仗队。在随后的会谈中，马蒂斯说，他这次来中国是因为美军认识到美中两军关系的重要性，包括两军关系对两国总体关系的重要性。\n中国国家主席习近平在人民大会堂会见了到访的美国国防部长马蒂斯。习近平在会见时表示，美中关系是世界最重要的双边关系之一。在与习近平会面前，马蒂斯还与中国国防部长魏凤和举行了会谈。在与习近平会面前，马蒂斯还与中国国防部长魏凤和举行了会谈。\nhttp://goo.gl/8NM3tu', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '有中国体制内媒体人，质疑中国“新四大发明”，泼了中国吹嘘浮夸风冷水。评论人士说，虚假浮夸只是中国危机的表象。因不可 #妄议中央，这种批评对国家发展能起多大作用还不得而知。\n百度网说，中国的“#新四大发明”是指“高铁、扫码支付、共享单车和网购”，2017年5月由“一带一路”沿线20国青年评出。\nhttps://goo.gl/Jhun6q', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 1, 'content': 'Beautiful View Of Mount Fuji <3\n查看翻译', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 1, 'content': 'Halaha tumund handolsan medee, en Nomii ongsiyarai.', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': 'Manj tsagaan tolgoin duu\nManchurian alphabet song', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '20小时', 'original': '非原创', 'comment_sum': 1, 'share': '1', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '20'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '原创', 'comment_sum': 1, 'share': '', 'praise': 6, 'content': '犹太人流亡2000年最终复国 ; 西藏人亡国流亡60年 , 岂能轻言放弃 ? 天佑西藏 , 西藏加油 !', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 4, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 5, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '21小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': ' ', 'year': '2018', 'month': '6', 'day': '28', 'hours': '21'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 0, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 4, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 4, 'share': '1', 'praise': 7, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 3, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '原创', 'comment_sum': 0, 'share': '', 'praise': '1', 'content': '这难道是金三儿耍了一场世界猴儿戏 ?', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 4, 'content': '', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '22小时', 'original': '非原创', 'comment_sum': 0, 'share': '1', 'praise': 3, 'content': '送俾所有大陸同志，自己檢討下啦，幾十年前已經寫了你們的缺點了。', 'year': '2018', 'month': '6', 'day': '28', 'hours': '22'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:50', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': '美国国防部长马蒂斯26号开始对中国进行三天访问。中国外交部发言人陆慷26号在例行记者会上说军事交流是美中交往与合作的重要组成部分。\ngoo.gl/Ay4f3K', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:34', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 4, 'content': '', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:31', 'original': '非原创', 'comment_sum': 5, 'share': '3', 'praise': 11, 'content': '', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:11', 'original': '非原创', 'comment_sum': 3, 'share': '2', 'praise': 9, 'content': '中国人离现代文明还相差十万八千里 ! 一百年过去了 , 义和团还是义和团 。他们除了满嘴脏话的 " 国骂 " , 表现得就是自己灵魂的丑恶 。', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:08', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': ' ', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午10:06', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 3, 'content': ' ', 'year': 2018, 'month': '6', 'day': '27', 'hours': '10'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午7:50', 'original': '非原创', 'comment_sum': 0, 'share': '', 'praise': 2, 'content': '', 'year': 2018, 'month': '6', 'day': '27', 'hours': '7'}
18-06-28 20:47:05 result parse_posts_html{'time': '昨天上午7:41', 'original': '非原创', 'comment_sum': 1, 'share': '1', 'praise': 4, 'content': '【敖歌：在美华人大多思维不正】国内的人骂美国，那是他们脑子洗坏了后的表演，这完全可以理解。可你身处美国，还辱骂根本不是一回事的美国，我觉得这不只是无知，更是坏和作恶。', 'year': 2018, 'month': '6', 'day': '27', 'hours': '7'}
